,Tenure,PreferredLoginDevice,CityTier,WarehouseToHome,Gender,NumberOfDeviceRegistered,SatisfactionScore,MaritalStatus,NumberOfAddress,Complain,DaySinceLastOrder,CashbackAmount,avg_cashbk_per_order,PreferredPaymentMode_CC,PreferredPaymentMode_COD,PreferredPaymentMode_DC,PreferredPaymentMode_E wallet,PreferredPaymentMode_UPI,PreferedOrderCat_Fashion,PreferedOrderCat_Grocery,PreferedOrderCat_Laptop,PreferedOrderCat_Mobile,PreferedOrderCat_Others,Churn
3914,1.0,1,1,24.0,1,6,3,1,3,0,3.0,148.05,74.025,1,0,0,0,0,0,0,0,1,0,0
3915,19.0,1,1,35.0,0,5,4,2,3,0,7.0,292.04,32.44888888888889,0,1,0,0,0,0,1,0,0,0,0
3916,6.0,0,1,17.0,1,4,3,1,8,0,4.0,159.33,79.665,0,0,1,0,0,0,0,0,1,0,0
3917,5.0,1,1,9.0,1,4,3,1,3,0,4.0,159.77,79.885,0,0,1,0,0,0,0,0,1,0,0
3918,15.0,0,2,11.0,1,6,4,1,8,0,3.0,189.3,94.65,0,0,0,0,1,0,0,1,0,0,0
3919,14.0,1,1,15.0,0,4,5,1,4,1,1.0,190.16,95.08,0,0,1,0,0,0,0,1,0,0,0
3920,1.0,1,1,36.0,1,4,5,1,3,0,3.0,164.07,82.035,1,0,0,0,0,0,0,0,1,0,0
3921,20.0,1,1,20.0,1,4,4,2,8,0,10.0,180.62,90.31,0,0,1,0,0,0,0,1,0,0,0
3922,9.0,1,1,34.0,1,4,3,1,4,0,8.0,193.83,96.915,0,0,1,0,0,0,0,1,0,0,0
3923,4.0,1,1,23.0,1,4,1,1,3,0,9.0,153.62,76.81,0,0,1,0,0,0,0,0,1,0,0
3924,21.0,0,3,9.0,1,4,4,1,9,0,1.0,174.78,87.39,0,0,0,1,0,0,0,1,0,0,0
3925,20.0,1,3,9.0,1,4,1,1,6,1,3.0,228.68,114.34,0,0,1,0,0,1,0,0,0,0,0
3926,1.0,1,3,20.0,1,5,5,1,7,1,3.0,186.34,62.11333333333334,0,0,0,1,0,0,0,1,0,0,1
3927,1.0,1,3,7.0,1,6,4,2,8,0,1.0,192.35,96.175,0,0,1,0,0,0,0,1,0,0,1
3928,1.0,1,1,11.0,0,4,4,2,3,0,3.0,157.95,78.975,1,0,0,0,0,0,0,0,1,0,0
3929,5.0,0,1,31.0,0,4,1,2,4,0,5.0,177.38,88.69,0,1,0,0,0,0,0,1,0,0,0
3930,13.0,0,1,7.0,1,4,1,1,3,1,9.0,189.72,31.62,0,0,1,0,0,0,0,1,0,0,0
3931,6.0,1,3,26.0,1,6,3,1,5,0,3.0,221.1,110.55,0,0,1,0,0,1,0,0,0,0,0
3932,14.0,1,3,14.0,1,4,4,2,3,0,9.0,318.7431,24.518700000000003,1,0,0,0,0,0,0,0,0,1,0
3933,19.0,1,2,11.0,0,6,3,1,6,0,3.0,222.56,111.28,0,0,1,0,0,1,0,0,0,0,0
3934,4.0,0,1,9.0,0,5,5,2,2,0,8.0,174.68,87.34,0,1,0,0,0,0,0,0,1,0,0
3935,1.0,0,2,17.0,1,4,1,1,2,0,2.0,146.45,48.81666666666666,1,0,0,0,0,0,0,0,1,0,0
3936,1.0,0,2,15.0,0,5,1,1,8,0,3.0,146.8,73.4,0,0,0,0,1,0,0,0,1,0,1
3937,5.0,1,3,12.0,1,4,3,1,3,0,3.0,208.46,104.23,0,1,0,0,0,0,0,1,0,0,0
3938,1.0,1,1,15.0,0,4,1,2,3,0,5.0,159.45,79.725,1,0,0,0,0,0,0,0,1,0,0
3939,1.0,1,3,16.0,0,6,4,2,3,0,3.0,152.6,50.86666666666667,0,0,0,1,0,0,0,0,1,0,1
3940,3.0,0,1,7.0,1,2,3,2,10,1,3.0,187.94,93.97,0,0,1,0,0,0,0,1,0,0,0
3941,4.0,1,3,22.0,1,5,5,1,4,0,8.0,196.4,98.2,0,0,0,1,0,1,0,0,0,0,0
3942,8.0,1,1,9.0,1,2,1,1,2,1,3.0,154.32,77.16,1,0,0,0,0,0,0,0,1,0,0
3943,7.0,0,3,9.0,0,4,4,2,10,0,8.0,176.47,88.235,0,0,0,1,0,0,0,1,0,0,0
3944,23.0,1,3,18.0,0,4,1,2,5,0,5.0,170.07,85.035,0,0,0,1,0,0,0,1,0,0,0
3945,1.0,1,3,23.0,0,4,5,2,4,1,3.0,210.64,105.32,0,0,1,0,0,1,0,0,0,0,1
3946,12.0,0,1,9.0,0,5,4,1,6,0,6.0,149.68,74.84,1,0,0,0,0,0,0,0,1,0,0
3947,1.0,1,3,23.0,1,4,3,1,4,0,1.0,206.61,103.305,0,0,0,1,0,1,0,0,0,0,1
3948,3.0,1,1,11.0,0,5,5,1,3,0,1.0,146.09,73.045,0,1,0,0,0,0,0,0,1,0,0
3949,1.0,1,1,23.0,1,2,3,1,5,0,8.0,177.94,88.97,0,0,1,0,0,0,0,1,0,0,0
3950,6.0,0,1,12.0,1,4,4,2,4,0,8.0,152.18,76.09,0,1,0,0,0,0,0,0,1,0,0
3951,12.0,1,1,25.0,1,6,1,1,5,1,1.0,183.11,91.555,1,0,0,0,0,0,0,1,0,0,0
3952,7.0,0,1,24.0,1,5,3,1,11,1,1.0,149.37,74.685,0,1,0,0,0,0,0,0,1,0,1
3953,16.0,1,1,19.0,1,4,4,1,10,0,5.0,152.66,76.33,1,0,0,0,0,0,0,0,1,0,0
3954,29.0,1,1,9.0,1,5,5,1,10,0,1.0,315.38,157.69,1,0,0,0,0,0,0,0,0,1,0
3955,7.0,0,1,11.0,1,4,4,1,7,0,8.0,155.55,77.775,0,1,0,0,0,0,0,1,0,0,0
3956,15.0,1,1,16.0,1,4,5,1,3,0,5.0,147.89,73.945,0,0,1,0,0,0,0,0,1,0,0
3957,8.0,0,3,17.0,1,4,3,1,3,1,8.0,165.01,82.505,0,0,1,0,0,0,0,1,0,0,0
3958,27.0,0,1,7.0,0,5,3,1,6,1,3.0,254.64999999999998,127.32499999999999,1,0,0,0,0,0,1,0,0,0,0
3959,17.0,1,2,9.0,1,4,1,2,2,0,9.0,160.39,80.195,0,0,1,0,0,0,0,0,1,0,0
3960,8.0,1,3,10.0,0,6,1,2,7,0,3.0,185.29,61.76333333333333,0,0,1,0,0,0,0,1,0,0,0
3961,1.0,1,3,14.0,1,4,4,2,3,0,1.0,151.79,75.895,0,0,0,1,0,0,0,0,1,0,1
3962,12.0,1,1,13.0,0,5,3,1,3,0,5.0,162.02,81.01,0,0,0,0,1,0,0,0,1,0,0
3963,1.0,1,1,15.0,0,4,5,1,3,1,1.0,148.98,74.49,1,0,0,0,0,0,0,0,1,0,1
3964,5.0,1,3,36.0,0,5,1,1,3,0,8.0,179.68,29.94666666666667,0,0,0,1,0,0,0,1,0,0,0
3965,25.0,1,1,10.0,0,4,3,1,4,0,3.0,256.16,128.08,0,1,0,0,0,1,0,0,0,0,0
3966,11.0,1,3,16.0,1,5,4,1,3,0,4.0,166.89,83.445,0,0,0,1,0,0,0,1,0,0,0
3967,20.0,1,1,9.0,1,4,1,1,9,1,3.0,318.28,106.09333333333332,1,0,0,0,0,0,0,0,0,1,0
3968,10.0,1,1,17.0,1,4,5,1,9,1,8.0,208.21,34.70166666666667,0,0,1,0,0,1,0,0,0,0,0
3969,8.0,0,1,7.0,1,4,4,1,3,1,4.0,148.42,49.47333333333333,1,0,0,0,0,0,0,0,1,0,1
3970,11.0,1,2,15.0,1,4,4,1,4,0,8.0,165.71,33.142,0,0,0,0,1,0,0,1,0,0,0
3971,1.0,1,3,34.0,1,4,1,2,3,1,8.0,183.13,22.89125,0,0,1,0,0,0,0,1,0,0,1
3972,7.0,1,1,15.0,1,2,5,1,8,0,7.0,156.43,19.55375,0,0,1,0,0,0,0,0,1,0,0
3973,2.0,1,1,7.0,1,4,1,1,3,0,4.0,145.44,72.72,0,0,1,0,0,0,0,0,1,0,0
3974,13.0,1,1,17.0,1,4,3,2,9,0,3.0,259.64,129.82,1,0,0,0,0,1,0,0,0,0,0
3975,20.0,0,3,33.0,1,5,4,2,10,0,3.0,204.91,68.30333333333333,0,0,1,0,0,0,0,1,0,0,0
3976,14.0,1,1,9.0,0,4,5,1,6,0,3.0,158.77,79.385,0,0,1,0,0,0,0,0,1,0,0
3977,16.0,1,1,20.0,1,2,5,1,7,0,1.0,180.38,90.19,1,0,0,0,0,0,0,1,0,0,0
3978,9.0,0,1,9.0,1,4,1,1,4,0,8.0,182.62,91.31,1,0,0,0,0,0,0,1,0,0,0
3979,12.0,0,2,9.0,1,4,4,1,7,0,9.0,150.92,37.73,0,0,0,0,1,0,0,0,1,0,0
3980,1.0,0,1,16.0,1,4,5,1,6,0,8.0,178.46,89.23,0,0,1,0,0,0,0,1,0,0,1
3981,1.0,1,1,17.0,1,4,5,2,3,0,9.0,167.13,83.565,1,0,0,0,0,0,0,1,0,0,1
3982,13.0,0,3,27.0,1,4,1,1,4,0,3.0,166.27,55.42333333333334,0,0,1,0,0,0,0,1,0,0,0
3983,17.0,0,1,16.0,1,4,3,2,6,0,3.0,149.38,74.69,0,0,1,0,0,0,0,0,1,0,0
3984,15.0,1,1,12.0,1,2,4,2,5,0,3.0,193.7,96.85,0,0,1,0,0,0,0,1,0,0,0
3985,15.0,1,3,11.0,0,4,3,1,2,1,3.0,229.47,16.390714285714285,0,0,0,1,0,1,0,0,0,0,0
3986,4.0,1,1,17.0,0,4,3,2,11,0,3.0,221.67,110.835,1,0,0,0,0,1,0,0,0,0,0
3987,1.0,1,2,27.0,0,4,4,1,2,1,5.0,146.48,73.24,1,0,0,0,0,0,0,0,1,0,1
3988,10.0,1,1,28.0,0,4,4,1,6,0,3.0,214.26,53.565,1,0,0,0,0,0,0,1,0,0,1
3989,14.0,1,1,7.0,0,4,1,1,6,0,4.0,190.13,95.065,0,0,1,0,0,0,0,1,0,0,0
3990,8.0,1,3,15.0,1,2,3,1,3,0,9.0,192.99,38.598,0,1,0,0,0,0,0,1,0,0,0
3991,30.0,0,3,9.0,1,4,4,1,6,0,15.0,116.00999999999999,7.733999999999999,1,0,0,0,0,0,1,0,0,0,0
3992,9.0,1,1,30.0,1,6,3,1,2,0,4.0,152.05,76.025,1,0,0,0,0,0,0,0,1,0,0
3993,21.0,1,1,11.0,0,5,4,1,10,1,3.0,228.33,15.222000000000001,0,0,1,0,0,1,0,0,0,0,0
3994,14.0,1,1,19.0,0,4,5,1,4,0,8.0,169.48,21.185,0,0,1,0,0,0,0,1,0,0,0
3995,28.0,1,1,14.0,0,4,1,1,6,0,8.0,193.54,96.77,1,0,0,0,0,0,0,1,0,0,0
3996,5.0,0,3,14.0,0,4,5,1,4,0,3.0,221.37,73.79,0,0,0,1,0,1,0,0,0,0,0
3997,2.0,1,1,7.0,0,4,5,1,3,0,3.0,160.91,80.455,1,0,0,0,0,0,0,0,1,0,0
3998,12.0,1,3,9.0,0,6,1,1,4,1,4.0,179.05,89.525,0,0,0,1,0,0,0,1,0,0,0
3999,1.0,1,3,17.0,1,4,1,2,3,0,3.0,171.84,85.92,1,0,0,0,0,0,0,1,0,0,0
4000,30.0,0,1,22.0,1,4,3,1,4,1,3.0,282.87,94.29,0,0,1,0,0,0,1,0,0,0,0
4001,1.0,0,1,21.0,0,4,3,2,3,0,1.0,140.14,70.07,1,0,0,0,0,0,0,0,1,0,0
4002,1.0,1,2,25.0,1,2,5,1,2,0,1.0,154.56,77.28,0,0,0,0,1,0,0,0,1,0,1
4003,1.0,1,2,20.0,1,5,5,1,6,1,1.0,148.35,49.449999999999996,0,0,0,0,1,0,0,0,1,0,1
4004,19.0,0,3,9.0,0,4,3,1,6,0,8.0,176.54,29.423333333333332,0,0,1,0,0,0,0,1,0,0,0
4005,10.0,1,1,9.0,0,4,4,1,6,1,1.0,194.62,97.31,0,0,0,0,1,0,0,1,0,0,0
4006,17.0,0,3,9.0,1,4,1,1,3,0,8.0,181.75,22.71875,0,0,1,0,0,0,0,1,0,0,0
4007,1.0,0,1,12.0,0,4,1,2,2,1,3.0,148.79,74.395,0,0,1,0,0,0,0,0,1,0,0
4008,3.0,0,1,27.0,1,4,1,1,3,0,11.0,163.12,40.78,1,0,0,0,0,0,0,0,1,0,0
4009,6.0,0,3,17.0,1,4,1,2,10,0,1.0,171.48,85.74,0,0,0,1,0,0,0,1,0,0,0
4010,16.0,0,1,17.0,1,4,3,1,5,0,4.0,154.36,38.59,0,1,0,0,0,0,0,0,1,0,0
4011,21.0,1,1,16.0,0,4,3,2,6,0,1.0,146.05,48.68333333333334,0,0,1,0,0,0,0,0,1,0,0
4012,20.0,1,1,9.0,1,4,1,1,5,0,3.0,210.78,42.156,0,0,1,0,0,1,0,0,0,0,0
4013,2.0,0,2,7.0,1,4,1,1,3,0,3.0,152.06,50.68666666666667,0,0,1,0,0,0,0,0,1,0,0
4014,3.0,1,1,36.0,1,6,3,1,10,0,7.0,188.84,94.42,0,0,1,0,0,0,0,1,0,0,0
4015,16.0,1,1,15.0,1,4,3,2,6,0,1.0,164.68,82.34,0,0,1,0,0,0,0,0,1,0,0
4016,1.0,1,3,9.0,1,5,4,2,9,1,3.0,224.07,74.69,0,0,0,1,0,0,0,1,0,0,1
4017,20.0,1,3,10.0,0,2,5,1,4,0,9.0,257.25,128.625,0,1,0,0,0,0,1,0,0,0,0
4018,1.0,1,3,30.0,0,5,3,1,3,0,9.0,160.4,26.733333333333334,1,0,0,0,0,0,0,1,0,0,0
4019,3.0,1,2,13.0,1,5,4,1,3,0,1.0,153.04,76.52,1,0,0,0,0,0,0,0,1,0,0
4020,17.0,1,1,13.0,0,5,3,1,9,0,15.0,318.7431,45.53472857142857,1,0,0,0,0,0,0,0,0,1,0
4021,22.0,1,1,17.0,1,5,4,1,6,0,10.0,318.7431,24.518700000000003,0,0,1,0,0,0,0,0,0,1,0
4022,1.0,0,1,31.0,1,5,1,2,3,1,1.0,149.39,74.695,0,0,1,0,0,0,0,0,1,0,1
4023,10.0,1,3,17.0,0,4,4,1,7,0,8.0,198.14,99.07,0,0,1,0,0,1,0,0,0,0,1
4024,1.0,0,1,22.0,0,5,5,1,2,0,4.0,172.74,21.5925,0,0,1,0,0,0,0,0,1,0,0
4025,13.0,1,1,26.0,1,4,1,1,10,0,3.0,164.02,54.67333333333334,0,0,0,0,1,0,0,1,0,0,0
4026,29.0,1,1,9.0,1,5,1,1,10,0,5.0,151.62,75.81,0,1,0,0,0,0,0,0,1,0,0
4027,2.0,1,3,10.0,0,4,4,1,3,0,1.0,153.56,76.78,1,0,0,0,0,0,0,0,1,0,0
4028,1.0,1,3,16.0,1,4,1,2,3,0,1.0,135.81,67.905,1,0,0,0,0,0,0,0,1,0,1
4029,1.0,1,1,14.0,1,4,4,2,3,1,1.0,149.72,74.86,0,0,1,0,0,0,0,0,1,0,1
4030,10.0,1,3,17.0,0,5,3,1,3,1,8.0,181.73,90.865,0,1,0,0,0,0,0,1,0,0,0
4031,5.0,1,1,27.0,1,4,3,1,3,0,3.0,166.97,83.485,0,0,1,0,0,0,0,1,0,0,0
4032,8.0,1,3,11.0,1,4,1,1,4,1,3.0,222.13,111.065,0,0,1,0,0,1,0,0,0,0,0
4033,3.0,1,1,14.0,1,4,5,2,5,0,3.0,145.62,72.81,0,0,1,0,0,0,0,0,1,0,0
4034,11.0,1,1,14.0,1,4,5,1,7,1,5.0,167.84,83.92,1,0,0,0,0,0,0,1,0,0,0
4035,9.0,1,1,23.0,0,5,4,1,2,1,3.0,172.88,86.44,0,0,0,0,1,0,0,1,0,0,0
4036,19.0,1,1,32.0,0,5,1,1,2,0,9.0,184.06,46.015,0,0,1,0,0,0,0,1,0,0,0
4037,10.0,0,2,9.0,1,5,1,2,3,0,9.0,163.86,81.93,0,0,0,0,1,0,0,1,0,0,0
4038,14.0,1,1,7.0,1,4,5,1,4,0,15.0,293.23,24.435833333333335,0,0,1,0,0,0,1,0,0,0,0
4039,1.0,1,1,7.0,0,5,3,1,3,1,1.0,154.33,77.165,0,0,1,0,0,0,0,0,1,0,0
4040,1.0,1,3,9.0,0,2,3,2,2,0,8.0,190.0,95.0,1,0,0,0,0,0,0,1,0,0,0
4041,22.0,0,1,29.0,0,4,1,1,5,0,8.0,296.74,59.348,1,0,0,0,0,0,1,0,0,0,0
4042,18.0,1,1,7.0,1,2,5,1,4,0,3.0,175.33,58.443333333333335,0,0,1,0,0,0,0,1,0,0,0
4043,1.0,0,1,23.0,1,6,5,1,3,1,1.0,148.07,37.0175,0,1,0,0,0,0,0,0,1,0,1
4044,20.0,1,1,31.0,1,4,1,2,3,0,1.0,150.87,75.435,0,0,1,0,0,0,0,0,1,0,1
4045,10.0,1,3,24.0,1,5,4,1,4,0,4.0,180.07,90.035,0,0,0,1,0,0,0,1,0,0,0
4046,15.0,1,3,15.0,0,4,4,1,7,0,5.0,168.93,84.465,0,0,0,1,0,0,0,1,0,0,0
4047,16.0,1,1,13.0,1,4,5,1,11,0,8.0,258.48,129.24,1,0,0,0,0,1,0,0,0,0,0
4048,5.0,1,3,17.0,0,4,1,1,4,1,5.0,190.83,95.415,1,0,0,0,0,0,0,1,0,0,0
4049,8.0,1,3,10.0,0,5,1,1,5,1,2.0,206.03,103.015,1,0,0,0,0,0,0,1,0,0,0
4050,5.0,1,1,11.0,0,2,3,1,10,0,3.0,164.78,54.92666666666667,1,0,0,0,0,0,0,0,1,0,0
4051,1.0,0,1,13.0,1,2,1,1,2,0,8.0,150.44,18.805,0,0,0,0,1,0,0,0,1,0,0
4052,19.0,0,1,7.0,1,4,3,2,6,0,4.0,178.99,89.495,1,0,0,0,0,0,0,1,0,0,0
4053,7.0,1,3,17.0,1,4,3,2,3,0,10.0,179.87,89.935,0,0,0,1,0,0,0,1,0,0,0
4054,2.0,0,3,7.0,1,5,1,1,3,1,8.0,193.34,96.67,0,0,1,0,0,0,0,1,0,0,0
4055,1.0,0,3,31.0,1,2,5,2,3,0,1.0,135.91,67.955,0,1,0,0,0,0,0,0,1,0,1
4056,13.0,0,3,28.0,0,6,3,1,8,0,3.0,182.36,91.18,0,0,1,0,0,0,0,1,0,0,0
4057,1.0,1,1,9.0,1,4,4,1,3,0,3.0,147.26,73.63,0,1,0,0,0,0,0,0,1,0,0
4058,8.0,0,1,29.0,1,5,1,1,3,1,12.0,182.47,26.06714285714286,0,0,0,0,1,0,0,1,0,0,0
4059,1.0,1,3,20.0,0,4,3,2,5,1,3.0,223.54,74.51333333333334,0,0,0,1,0,0,0,1,0,0,1
4060,21.0,0,1,21.0,1,4,4,1,10,0,8.0,179.67,89.835,0,1,0,0,0,0,0,1,0,0,0
4061,30.0,1,3,18.0,0,5,5,1,6,0,1.0,178.8,89.4,0,0,0,1,0,0,0,1,0,0,0
4062,13.0,1,1,16.0,1,4,5,1,3,0,10.0,176.51,22.06375,1,0,0,0,0,0,0,1,0,0,0
4063,12.0,0,1,15.0,0,5,4,1,3,1,8.0,146.33,73.165,1,0,0,0,0,0,0,1,0,0,0
4064,30.0,1,3,28.0,0,4,1,1,6,1,1.0,303.75,151.875,0,0,1,0,0,0,1,0,0,0,0
4065,1.0,0,1,12.0,0,2,3,2,5,1,4.0,149.32,74.66,0,0,1,0,0,0,0,0,1,0,1
4066,12.0,1,1,16.0,1,4,1,1,4,0,4.0,172.71,86.355,0,0,1,0,0,0,0,0,1,0,0
4067,23.0,0,1,9.0,1,4,1,1,5,0,4.0,316.61,63.322,0,0,1,0,0,0,0,0,0,1,0
4068,16.0,1,3,19.0,1,4,1,1,5,1,1.0,175.87,87.935,0,0,0,1,0,0,0,1,0,0,0
4069,1.0,0,2,29.0,0,5,4,1,3,0,1.0,153.63,76.815,0,0,0,0,1,0,0,0,1,0,1
4070,9.0,1,3,25.0,1,4,5,1,2,0,5.0,116.00999999999999,58.004999999999995,1,0,0,0,0,0,0,1,0,0,0
4071,2.0,0,1,23.0,1,4,3,2,3,0,5.0,146.44,73.22,1,0,0,0,0,0,0,0,1,0,0
4072,5.0,0,1,10.0,1,4,5,1,3,1,4.0,155.65,51.88333333333333,1,0,0,0,0,0,0,0,1,0,0
4073,10.0,0,1,16.0,1,2,4,1,3,0,3.0,153.1,76.55,0,0,1,0,0,0,0,0,1,0,0
4074,8.0,1,3,7.0,1,4,1,2,3,0,3.0,223.88,74.62666666666667,0,0,0,1,0,1,0,0,0,0,0
4075,8.0,1,3,20.0,1,4,3,1,3,0,3.0,211.28,105.64,1,0,0,0,0,1,0,0,0,0,0
4076,1.0,1,1,7.0,1,4,5,2,2,0,7.0,153.67,19.20875,1,0,0,0,0,0,0,0,1,0,0
4077,3.0,1,1,7.0,1,4,5,1,2,0,3.0,178.73,89.365,0,0,1,0,0,0,0,1,0,0,0
4078,6.0,0,1,22.0,0,4,1,1,7,0,3.0,191.67,95.835,1,0,0,0,0,0,0,1,0,0,0
4079,5.0,0,1,7.0,1,6,5,1,3,0,8.0,175.03,19.447777777777777,0,0,1,0,0,0,0,1,0,0,0
4080,1.0,1,1,24.0,1,5,1,1,7,0,4.0,148.67,74.335,0,1,0,0,0,0,0,0,1,0,1
4081,12.0,1,3,7.0,1,5,5,2,6,0,1.0,153.58,76.79,0,0,1,0,0,0,0,0,1,0,0
4082,9.0,1,3,14.0,0,4,1,1,3,1,10.0,177.04,88.52,0,0,1,0,0,0,0,1,0,0,0
4083,1.0,1,3,16.0,1,4,1,2,3,0,8.0,166.05,83.025,0,0,0,1,0,0,0,1,0,0,0
4084,6.0,1,1,12.0,1,5,1,2,10,0,3.0,221.79,110.895,0,0,1,0,0,0,0,1,0,0,0
4085,1.0,0,3,33.0,1,4,1,1,3,1,9.0,181.17,90.585,0,0,0,1,0,0,0,1,0,0,1
4086,17.0,1,3,31.0,1,4,5,2,8,1,3.0,229.48,76.49333333333333,0,0,1,0,0,1,0,0,0,0,1
4087,28.0,1,1,16.0,0,4,3,1,5,0,4.0,153.97,51.32333333333333,0,0,1,0,0,0,0,1,0,0,0
4088,7.0,0,1,14.0,1,4,3,1,3,0,9.0,184.68,61.56,0,0,1,0,0,0,0,1,0,0,0
4089,17.0,1,1,18.0,1,4,3,1,3,0,10.0,200.1,100.05,0,0,1,0,0,1,0,0,0,0,0
4090,12.0,0,2,7.0,1,4,4,1,2,1,3.0,154.91,77.455,0,0,0,0,1,0,0,0,1,0,0
4091,29.0,1,2,33.0,1,2,4,1,6,1,5.0,318.7431,159.37155,0,0,0,0,1,0,0,0,0,1,0
4092,5.0,1,1,9.0,0,6,1,1,3,1,1.0,136.29,68.145,1,0,0,0,0,0,0,0,1,0,0
4093,13.0,1,3,22.0,1,4,5,2,2,0,11.0,258.41,129.205,0,0,0,1,0,0,1,0,0,0,0
4094,16.0,0,1,30.0,1,5,3,2,3,0,8.0,168.32,42.08,0,0,1,0,0,0,0,1,0,0,0
4095,5.0,0,1,17.0,0,4,3,1,6,0,9.0,235.31,117.655,1,0,0,0,0,1,0,0,0,0,0
4096,28.0,1,1,17.0,0,4,5,2,8,1,5.0,169.4,84.7,1,0,0,0,0,0,0,1,0,0,0
4097,1.0,1,1,7.0,1,5,3,2,3,0,3.0,171.17,85.585,0,0,1,0,0,0,0,1,0,0,0
4098,1.0,1,1,19.0,1,4,1,2,3,0,5.0,151.47,75.735,0,0,0,0,1,0,0,0,1,0,0
4099,14.0,0,1,18.0,0,4,3,1,3,0,5.0,188.23,18.823,0,1,0,0,0,0,0,1,0,0,0
4100,14.0,1,3,9.0,0,4,4,1,5,0,11.0,181.77,30.295,0,0,0,1,0,0,0,1,0,0,0
4101,1.0,1,2,9.0,0,4,4,1,6,0,3.0,146.87,73.435,0,0,0,0,1,0,0,0,1,0,0
4102,4.0,1,1,7.0,1,4,4,1,3,0,8.0,162.48,81.24,1,0,0,0,0,0,0,0,1,0,0
4103,1.0,1,1,9.0,1,4,3,1,8,1,3.0,164.77,82.385,0,0,0,0,1,0,0,0,1,0,0
4104,21.0,1,1,32.0,1,4,3,2,4,0,3.0,211.33,16.256153846153847,1,0,0,0,0,1,0,0,0,0,0
4105,7.0,0,1,7.0,1,5,3,1,3,0,1.0,145.08,72.54,1,0,0,0,0,0,0,0,1,0,0
4106,12.0,1,3,7.0,1,4,4,1,2,0,9.0,169.4,28.233333333333334,0,0,1,0,0,0,0,1,0,0,0
4107,5.0,1,3,9.0,1,4,3,1,2,0,3.0,155.67,77.835,0,0,1,0,0,0,0,0,1,0,0
4108,12.0,0,1,13.0,1,5,3,1,4,0,8.0,178.21,22.27625,0,0,1,0,0,0,0,1,0,0,0
4109,16.0,1,1,25.0,1,4,5,1,8,1,3.0,179.1,89.55,0,0,1,0,0,0,0,1,0,0,0
4110,15.0,1,1,7.0,1,4,1,1,5,0,1.0,152.82,76.41,0,0,1,0,0,0,0,0,1,0,0
4111,21.0,0,1,7.0,0,4,4,1,2,0,13.0,244.57,122.285,1,0,0,0,0,1,0,0,0,0,0
4112,9.0,1,1,18.0,1,4,3,1,9,1,3.0,151.6,50.53333333333333,1,0,0,0,0,0,0,0,1,0,0
4113,1.0,1,1,7.0,1,4,3,2,2,0,3.0,158.75,79.375,0,0,1,0,0,0,0,0,1,0,0
4114,9.0,1,1,16.0,1,4,3,2,3,0,9.0,175.98,87.99,1,0,0,0,0,0,0,1,0,0,0
4115,7.0,1,1,22.0,0,4,1,1,2,1,2.0,116.00999999999999,12.889999999999999,1,0,0,0,0,0,0,1,0,0,0
4116,6.0,1,1,36.0,0,5,4,2,3,0,2.0,153.37,30.674,0,0,1,0,0,0,0,0,1,0,0
4117,14.0,1,1,7.0,1,4,1,1,10,0,1.0,149.06,74.53,0,0,1,0,0,0,0,0,1,0,0
4118,6.0,1,3,7.0,1,5,4,1,2,0,3.0,147.69,49.23,1,0,0,0,0,0,0,0,1,0,0
4119,13.0,1,1,31.0,1,4,1,2,9,0,8.0,166.08,83.04,0,0,1,0,0,0,0,1,0,0,0
4120,12.0,1,1,17.0,0,6,3,1,5,0,12.0,257.06,128.53,1,0,0,0,0,1,0,0,0,0,0
4121,6.0,1,3,7.0,0,4,1,1,3,0,3.0,229.22,38.20333333333333,0,0,0,1,0,1,0,0,0,0,0
4122,11.0,1,1,17.0,0,2,1,1,3,1,9.0,262.44,37.49142857142857,0,0,1,0,0,1,0,0,0,0,0
4123,1.0,1,3,15.0,0,4,3,1,2,1,5.0,174.07,87.035,0,0,0,0,1,0,0,1,0,0,0
4124,26.0,0,3,27.0,1,4,1,1,4,0,1.0,159.82,79.91,0,0,1,0,0,0,0,0,1,0,0
4125,18.0,1,1,7.0,1,4,1,2,8,1,3.0,149.36,74.68,1,0,0,0,0,0,0,0,1,0,0
4126,1.0,1,3,12.0,1,4,5,2,3,1,3.0,148.8,74.4,1,0,0,0,0,0,0,0,1,0,0
4127,13.0,0,1,16.0,1,4,1,2,4,0,4.0,318.7431,159.37155,0,0,1,0,0,0,0,0,0,1,0
4128,1.0,0,3,16.0,1,4,5,1,3,0,1.0,142.9,71.45,0,0,0,1,0,0,0,0,1,0,1
4129,10.0,1,3,10.0,0,5,1,1,2,0,5.0,201.44,50.36,1,0,0,0,0,1,0,0,0,0,0
4130,10.0,0,1,11.0,0,4,4,1,9,0,3.0,176.31,88.155,0,0,1,0,0,0,0,1,0,0,0
4131,30.0,0,1,7.0,1,4,3,1,3,0,10.0,188.06,94.03,0,0,1,0,0,0,0,1,0,0,0
4132,1.0,1,1,7.0,1,4,1,1,11,1,3.0,172.87,57.623333333333335,1,0,0,0,0,0,0,0,1,0,1
4133,16.0,1,1,9.0,1,4,3,1,7,0,15.0,313.8,62.760000000000005,0,0,1,0,0,0,0,0,0,1,0
4134,20.0,1,1,14.0,1,4,3,1,10,0,9.0,148.39,14.838999999999999,0,1,0,0,0,0,0,0,1,0,1
